id,year,school,dorm,mode,speed,target_units
5027,1,engineering,Larkin,walk,1.31,14
5028,3,hs_social,Twain,electric,6.4,15
5029,2,hs_natural,Crothers Memorial,electric,7.43,13
5030,3,engineering,Potter,bike,5.43,15
5031,1,engineering,Potter,bike,5.18,15
5032,4,engineering,Meier,bike,5.32,15
5033,4,engineering,Casa Zapata,walk,1.41,13
5034,3,hs_interdisc,Xanadu,bike,4.15,14
5035,4,hs_interdisc,EVGR,bike,5.42,14
5036,3,hs_humanities,Kappa Alpha Theta,bike,4.35,16
5037,2,hs_social,Synergy,bike,4.61,17
5038,2,hs_social,Kimball,bike,4.97,14
5039,1,engineering,Ujamaa,bike,4.02,17
5040,3,hs_social,Sally Ride,bike,5.34,15
5041,3,hs_social,Otero,bike,5.6,15
5042,2,hs_social,Kappa Sigma,walk,1.65,17
5043,4,hs_natural,Toussaint,bike,5.73,14
5044,3,hs_interdisc,Otero,walk,1.56,14
5045,4,engineering,Okada,walk,1.32,13
5046,3,engineering,ZAP,bike,5.29,19
5047,1,engineering,Burbank,bike,4.31,16
5048,2,engineering,Faisan,bike,4.7,15
5049,1,engineering,Castano,bike,5.52,14
5050,1,engineering,Castano,bike,4.93,16
5051,2,hs_interdisc,Roble Hall,bike,4.85,16
5052,2,hs_humanities,Loro,bike,5.7,13
5053,2,engineering,Trancos,bike,5.77,16
5054,4,engineering,Pi Beta Phi,walk,1.4,12
5055,2,hs_humanities,Loro,bike,4.83,15
5056,1,hs_social,Ujamaa,walk,1.46,12
5057,3,hs_social,Govco Suites,bike,4.2,12
5058,4,hs_interdisc,Kimball,bike,5.06,16
5059,1,hs_social,Cardenal,bike,4.48,14
5060,3,engineering,Meier,bike,5.76,16
5061,2,hs_interdisc,Toyon,bike,5.78,18
5062,2,engineering,576 Alvarado,bike,4.65,15
5063,1,hs_social,Castano,bike,4.12,18
5064,1,hs_social,Soto,bike,4.7,14
5065,4,hs_interdisc,Synergy,bike,5.3,16
5066,3,engineering,Govco Suites,bike,5.76,15
5067,3,hs_social,Mirrielees,bike,4.36,12
5068,4,hs_humanities,Phi Kappa Psi,bike,4.14,14
5069,1,hs_interdisc,Otero,bike,4.83,15
5070,3,hs_interdisc,Robert Moore North,bike,5.15,16
5071,2,hs_interdisc,Roble Hall,bike,4.76,12
5072,3,engineering,Toyon,walk,1.36,12
5073,3,hs_interdisc,Alpha Phi/KKG,bike,4.7,15
5074,4,hs_social,Murray,bike,5.47,13
5075,3,hs_interdisc,Adams,walk,1.48,13
5076,3,engineering,Pi Beta Phi,electric,6.35,14
5077,2,engineering,Kappa Alpha,electric,6.7,12
5078,1,hs_interdisc,Branner,bike,4.28,14
5079,4,engineering,Warehaus,bike,4.32,17
5080,3,hs_interdisc,550 Lasuen,bike,4.05,16
5081,3,hs_humanities,Twain,bike,4.24,16
5082,1,hs_humanities,Mirlo,walk,1.39,12
5083,2,hs_humanities,Roble Hall,walk,1.55,14
5084,3,hs_social,EVGR,bike,4.66,16
5085,2,hs_interdisc,Potter,walk,1.7,16
5086,1,hs_humanities,Ujamaa,walk,1.67,17
5087,3,hs_social,Naranja,bike,5.32,16
5088,2,hs_interdisc,Enchanted Broccoli Forest,bike,4.24,17
5089,1,hs_interdisc,Castano,bike,5.11,15
5090,3,engineering,Okada,walk,1.53,15
5091,1,hs_social,Branner,bike,5.18,13
5092,4,hs_interdisc,Toyon,walk,1.41,14
5093,3,engineering,Ng,walk,1.6,13
5094,4,hs_interdisc,Govco Suites,walk,1.36,14
5095,1,hs_humanities,Ujamaa,bike,4.94,15
5096,3,engineering,Norcliffe,walk,1.67,14
5097,3,hs_humanities,Adelfa,walk,1.43,16
5098,2,engineering,Ujamaa,bike,5.33,16
5099,4,engineering,Casa Zapata,bike,5.31,15
5100,2,engineering,Murray,bike,4.7,17
5101,2,engineering,Kimball,walk,1.54,16
5102,3,engineering,Norcliffe,walk,1.34,15
5103,1,engineering,Schiff,bike,5.66,18
5104,2,engineering,Naranja,bike,4.84,14
5105,1,engineering,Schiff,bike,5.58,18
5106,4,engineering,Ujamaa,bike,4.39,13
5107,4,engineering,Kimball,walk,1.66,13
5108,4,engineering,Kappa Alpha,walk,1.62,13
5109,1,engineering,Donner,bike,5.49,15
5110,4,engineering,Mirrielees,bike,5.13,17
5111,2,hs_social,Cardenal,bike,5.02,14
5112,4,hs_interdisc,Mirrielees,bike,5.39,17
5113,2,hs_interdisc,aKDPhi/Chi Omega,bike,5.48,13
5114,3,hs_social,Enchanted Broccoli Forest,bike,4.86,12
5115,4,hs_social,Meier,bike,5.55,12
5116,4,hs_social,Narnia,walk,1.6,12
5117,4,engineering,EVGR,bike,4.23,16
5118,3,hs_social,Durand,bike,4.15,16
5119,4,hs_social,Ujamaa,bike,4.49,13
5120,1,engineering,Mirlo,bike,5.17,16
5121,2,hs_natural,Yost,walk,1.61,16
5122,3,engineering,Grove,walk,1.5,14
5123,3,engineering,Ng,bike,4.86,13
5124,3,engineering,Sally Ride,bike,4.68,18
5125,3,hs_social,576 Alvarado,bike,4.36,16
5126,4,engineering,Kimball,bike,5.03,15
5127,1,hs_natural,Cardenal,bike,4.68,15
5128,1,hs_social,Alondra,walk,1.41,17
5129,2,hs_interdisc,Junipero,bike,5.42,14
5130,1,engineering,Castano,bike,4.65,14
5131,2,hs_social,Ujamaa,electric,7.69,15
5132,2,hs_humanities,Robert Moore North,bike,4.11,12
5133,3,hs_social,EAST,bike,5.0,17
5134,3,engineering,Twain,bike,5.15,18
5135,3,engineering,Murray,bike,4.22,12
5136,2,engineering,Crothers Memorial,bike,4.07,12
5137,2,hs_humanities,Norcliffe,bike,5.53,15
5138,4,engineering,Adelfa,bike,4.97,14
5139,3,engineering,Gavilan,bike,5.13,14
5140,3,engineering,Casa Zapata,bike,4.67,14
5141,3,hs_natural,Trancos,bike,4.91,17
5142,1,hs_interdisc,West Lagunita,walk,1.59,15
5143,1,hs_social,Crothers,bike,5.12,17
5144,3,engineering,Kimball,bike,4.62,14
5145,2,engineering,Meier,bike,5.41,12
5146,3,hs_natural,Delta Delta Delta,bike,5.39,13
5147,4,hs_humanities,Toyon,electric,6.8,12
5148,1,hs_interdisc,Branner,walk,1.45,12
5149,1,hs_interdisc,Rinconada,bike,5.19,15
5150,4,hs_natural,Roble Hall,walk,1.51,17
5151,4,hs_natural,EVGR,bike,4.29,13
5152,1,engineering,Branner,bike,5.41,14
5153,4,hs_humanities,Faisan,walk,1.49,17
5154,3,engineering,550 Lasuen,bike,4.49,13
5155,2,engineering,Kappa Sigma,walk,1.64,13
5156,1,hs_social,Branner,walk,1.41,14
5157,4,engineering,Toyon,electric,7.33,13
5158,2,hs_interdisc,Kimball,bike,5.32,17
5159,2,hs_social,Roble Hall,bike,4.21,14
5160,2,hs_social,Roble Hall,bike,4.97,17
5161,3,hs_social,Mirrielees,bike,4.32,16
5162,2,hs_social,Terra,bike,4.49,15
5163,4,hs_interdisc,Xanadu,walk,1.37,15
5164,4,engineering,EVGR,bike,5.64,15
5165,3,engineering,Toyon,bike,4.18,17
5166,1,engineering,Cedro,bike,4.43,17
5167,1,hs_interdisc,Crothers,walk,1.5,17
5168,3,engineering,Potter,bike,4.38,13
5169,1,engineering,Mirlo,walk,1.51,15
5170,4,engineering,Twain,bike,4.42,12
5171,1,engineering,West Lagunita,walk,1.46,16
5172,2,engineering,Naranja,bike,5.78,13
5173,1,hs_natural,Lantana,walk,1.65,13
5174,3,engineering,Adams,bike,5.37,14
5175,3,hs_humanities,EVGR,walk,1.52,13
5176,4,hs_humanities,Narnia,bike,4.1,13
5177,3,hs_social,Kappa Alpha,bike,4.88,12
5178,2,hs_social,Roble Hall,bike,4.75,16
5179,4,engineering,Mirrielees,bike,4.63,15
5180,1,engineering,Crothers,walk,1.68,15
5181,4,hs_interdisc,Pi Beta Phi,bike,4.47,17
5182,4,hs_humanities,Twain,bike,4.91,15
5183,2,hs_interdisc,Loro,walk,1.34,12
5184,4,hs_natural,Delta Delta Delta,bike,4.9,17
5185,2,engineering,Roble Hall,bike,5.75,13
5186,1,engineering,Castano,electric,7.12,12
5187,3,hs_interdisc,Kimball,bike,4.52,15
5188,4,engineering,Pi Beta Phi,bike,4.67,15
5189,2,engineering,Yost,bike,4.88,14
5190,2,hs_humanities,Crothers Memorial,bike,5.08,16
5191,4,engineering,Roble Hall,bike,5.07,14
5192,4,engineering,Storey,bike,5.05,14
5193,4,hs_social,Adams,bike,5.28,16
5194,2,hs_natural,Adams,bike,5.23,17
5195,1,hs_social,Castano,walk,1.34,12
5196,2,engineering,Robert Moore North,bike,5.25,15
5197,1,hs_natural,Rinconada,bike,4.64,12
5198,3,engineering,Govco Suites,bike,4.84,14
5199,3,hs_social,Roble Hall,electric,6.52,20
5200,3,hs_humanities,Neptune,bike,4.74,13
5201,4,hs_interdisc,Durand,bike,4.39,16
5202,3,hs_social,Terra,bike,4.62,16
5203,1,engineering,Rinconada,bike,5.63,12
5204,4,hs_interdisc,Yost,bike,5.78,14
5205,3,engineering,Kimball,walk,1.31,17
5206,1,hs_social,Burbank,bike,4.54,16
5207,2,hs_interdisc,Twain,walk,1.39,12
5208,4,hs_interdisc,Delta Delta Delta,bike,4.23,13
5209,1,hs_social,Castano,bike,5.36,19
5210,2,hs_interdisc,Roble Hall,bike,4.9,15
5211,3,engineering,Synergy,walk,1.59,15
5212,4,engineering,Toyon,walk,1.65,15
5213,2,engineering,Alpha Phi/KKG,bike,5.07,16
5214,2,engineering,Roble Hall,walk,1.7,13
5215,3,engineering,Adams,bike,5.36,14
5216,4,engineering,EVGR,bike,5.56,12
5217,2,hs_interdisc,Sigma Phi Epsilon,walk,1.47,18
5218,2,engineering,Junipero,bike,4.97,17
5219,1,engineering,Crothers,bike,5.13,18
5220,2,hs_social,Sally Ride,bike,5.09,18
5221,3,hs_humanities,EVGR,bike,4.17,14
5222,2,engineering,Roble Hall,walk,1.53,16
5223,2,hs_humanities,Trancos,bike,4.2,13
5224,1,hs_natural,Branner,walk,1.43,18
5225,4,hs_social,Narnia,bike,5.76,13
5226,4,hs_social,Roble Hall,bike,5.22,12
5227,3,hs_natural,EVGR,bike,4.97,17
5228,1,hs_social,Lantana,bike,4.94,16
5229,3,hs_interdisc,Loro,bike,4.72,13
5230,4,hs_interdisc,EAST,bike,5.02,15
5231,2,engineering,Yost,bike,4.95,12
5232,3,engineering,Mirrielees,bike,5.5,13
5233,2,hs_social,Crothers Memorial,electric,7.14,16
5234,2,hs_social,Ujamaa,bike,5.66,18
5235,1,engineering,Cedro,bike,5.17,13
5236,1,engineering,Castano,bike,4.22,15
5237,4,engineering,Mirrielees,bike,4.92,17
5238,3,engineering,Enchanted Broccoli Forest,walk,1.5,16
5239,3,engineering,Terra,electric,6.13,17
5240,1,hs_humanities,Larkin,walk,1.54,14
5241,1,hs_natural,Soto,walk,1.68,16
5242,1,hs_interdisc,Alondra,bike,4.56,17
5243,4,engineering,Sally Ride,bike,5.51,12
5244,1,hs_natural,Mirlo,bike,5.04,12
5245,1,hs_humanities,Lantana,walk,1.61,15
5246,2,hs_interdisc,Ujamaa,walk,1.5,15
5247,3,hs_social,Norcliffe,bike,4.49,12
5248,1,hs_interdisc,Mirlo,bike,4.08,13
5249,2,hs_interdisc,Toyon,bike,5.75,12
5250,1,hs_natural,Cardenal,walk,1.33,18
5251,2,hs_interdisc,Crothers Memorial,electric,7.02,15
5252,1,hs_interdisc,Burbank,walk,1.52,12
5253,2,hs_natural,Toyon,bike,4.38,16
5254,3,engineering,Mirrielees,walk,1.31,13
5255,1,engineering,Branner,bike,4.08,17
5256,1,engineering,Lantana,bike,5.38,14
5257,3,engineering,Paloma,bike,4.64,15
5258,1,hs_social,Lantana,bike,5.76,12
5259,1,engineering,Schiff,bike,5.76,17
5260,3,hs_social,Murray,bike,4.97,16
5261,4,hs_interdisc,Faisan,bike,4.42,16
5262,2,hs_interdisc,Kimball,walk,1.45,12
5263,3,hs_interdisc,Okada,walk,1.41,12
5264,4,engineering,Faisan,walk,1.54,17
5265,3,hs_social,Ujamaa,bike,5.74,15
5266,3,hs_interdisc,Adams,bike,4.01,17
5267,3,hs_humanities,Cardenal,bike,4.01,13
5268,4,hs_social,Kimball,electric,6.51,16
5269,3,hs_natural,Roble Hall,bike,5.13,12
5270,4,engineering,Kimball,bike,4.34,12
5271,2,hs_interdisc,Toyon,bike,5.24,17
5272,2,hs_social,Phi Kappa Psi,bike,5.07,14
5273,2,hs_interdisc,Ujamaa,walk,1.55,14
5274,1,hs_natural,Castano,bike,5.42,12
5275,4,hs_social,Toyon,bike,5.54,15
5276,3,engineering,Enchanted Broccoli Forest,walk,1.56,15
5277,1,engineering,Soto,bike,4.02,13
5278,3,hs_interdisc,Meier,bike,5.56,14
5279,2,engineering,Robert Moore North,bike,4.91,12
5280,1,hs_social,Potter,bike,5.23,13
5281,1,engineering,Burbank,bike,4.98,15
5282,2,hs_interdisc,Roble Hall,bike,4.14,13
5283,4,hs_interdisc,Sigma Phi Epsilon,bike,4.99,12
5284,3,engineering,Meier,bike,4.8,13
5285,4,engineering,Sigma Nu,bike,4.55,16
5286,2,hs_social,Kappa Alpha Theta,bike,4.2,13
5287,3,hs_social,Cardenal,walk,1.34,16
5288,3,hs_humanities,Okada,bike,4.67,14
5289,1,engineering,Castano,bike,5.16,14
5290,3,engineering,Ng,walk,1.36,13
5291,4,hs_humanities,Storey,bike,5.2,12
5292,3,engineering,EVGR,bike,4.42,14
5293,4,hs_humanities,Roble Hall,bike,4.56,15
5294,1,engineering,West Lagunita,bike,5.4,14
5295,2,hs_interdisc,Alpha Phi/KKG,bike,5.0,17
5296,1,hs_humanities,Lantana,bike,4.21,14
5297,3,hs_social,Mirrielees,bike,4.57,19
5298,2,hs_natural,Roble Hall,walk,1.68,12
5299,3,engineering,Kairos,bike,4.47,17
5300,1,hs_interdisc,Branner,bike,4.83,12
5301,3,hs_social,EVGR,bike,4.58,17
5302,1,engineering,Donner,bike,4.91,12
5303,3,hs_humanities,Loro,bike,4.13,13
5304,4,engineering,Kimball,bike,4.53,15
5305,4,hs_social,Roble Hall,bike,5.57,12
5306,3,hs_interdisc,Narnia,walk,1.59,13
5307,3,engineering,Gavilan,bike,5.17,17
5308,2,engineering,Trancos,bike,4.94,19
5309,2,engineering,Okada,bike,5.18,14
5310,4,engineering,680 Lomita,bike,4.38,13
5311,4,hs_humanities,Yost,bike,4.27,16
5312,2,hs_humanities,Sally Ride,walk,1.7,12
5313,1,hs_social,Arroyo,bike,4.35,16
5314,1,hs_natural,Lantana,bike,5.74,17
5315,4,hs_social,EVGR,bike,4.81,16
5316,1,hs_interdisc,Lantana,bike,4.11,13
5317,2,engineering,Roble Hall,bike,4.86,19
5318,3,hs_natural,Okada,bike,5.53,17
5319,4,hs_interdisc,Casa Zapata,walk,1.38,13
5320,4,engineering,Columbae,electric,6.03,13
5321,2,engineering,Naranja,bike,5.05,15
5322,3,engineering,Toyon,walk,1.62,14
5323,1,hs_interdisc,West Lagunita,bike,5.77,18
5324,2,hs_social,Potter,bike,5.54,14
5325,4,engineering,Mirrielees,bike,4.7,14
5326,3,hs_social,Crothers Memorial,bike,5.37,17
5327,2,hs_interdisc,Faisan,bike,4.26,14
5328,3,engineering,Crothers Memorial,bike,5.27,15
5329,3,engineering,Hammarskjold,bike,4.46,14
5330,4,engineering,EAST,walk,1.66,14
5331,4,hs_natural,Roth,walk,1.44,16
5332,4,hs_natural,EVGR,bike,4.87,15
5333,2,engineering,Kimball,walk,1.34,13
5334,3,hs_interdisc,Enchanted Broccoli Forest,bike,4.76,17
5335,3,engineering,Kappa Alpha,bike,4.47,13
5336,2,hs_interdisc,Kappa Alpha,bike,5.04,18
5337,1,hs_social,Cedro,walk,1.35,12
5338,1,hs_natural,Lantana,bike,5.0,15
5339,2,engineering,Naranja,bike,4.71,16
5340,2,engineering,Kimball,walk,1.6,16
5341,1,engineering,Otero,bike,4.7,15
5342,2,hs_interdisc,Kappa Sigma,bike,5.2,16
5343,2,hs_natural,Phi Kappa Psi,bike,4.22,17
5344,1,hs_interdisc,Soto,bike,4.86,12
5345,4,engineering,Crothers Memorial,bike,4.42,14
5346,1,engineering,Donner,electric,7.66,13
5347,1,hs_social,West Lagunita,bike,4.89,13
5348,1,hs_natural,Potter,bike,5.73,13
5349,1,hs_social,Cedro,walk,1.36,14
5350,1,hs_interdisc,Branner,bike,5.09,12
5351,4,engineering,Ujamaa,walk,1.43,15
5352,1,hs_social,Otero,walk,1.3,15
5353,4,engineering,Pi Beta Phi,walk,1.55,12
5354,1,engineering,Cedro,bike,5.6,15
5355,4,hs_social,Terra,walk,1.41,13
5356,1,engineering,Branner,bike,5.24,16
5357,4,hs_social,Trancos,bike,5.34,18
5358,4,hs_interdisc,Toussaint,bike,4.69,14
5359,1,engineering,Cardenal,walk,1.66,13
5360,1,hs_interdisc,Castano,walk,1.32,14
5361,2,hs_interdisc,Otero,walk,1.31,13
5362,4,hs_interdisc,Pi Beta Phi,bike,4.38,12
5363,3,hs_social,Mirrielees,walk,1.52,17
5364,3,engineering,Crothers Memorial,electric,6.93,13
5365,1,hs_interdisc,Alondra,walk,1.68,14
5366,1,hs_social,Castano,walk,1.52,16
5367,2,hs_social,Columbae,bike,5.04,12
5368,1,hs_interdisc,Crothers,walk,1.68,15
5369,2,engineering,Roble Hall,bike,4.7,16
5370,2,hs_humanities,Hammarskjold,walk,1.65,16
5371,2,engineering,Adams,electric,7.53,17
5372,4,engineering,Loro,bike,4.02,16
5373,1,engineering,Schiff,bike,4.44,17
5374,1,hs_social,Donner,walk,1.33,14
5375,2,hs_interdisc,Casa Zapata,electric,6.54,17
5376,3,engineering,Okada,bike,5.0,13
5377,2,hs_natural,Roble Hall,bike,4.05,14
5378,1,engineering,Larkin,electric,6.69,12
5379,4,hs_natural,Terra,bike,4.76,13
5380,1,hs_social,Cedro,electric,7.12,14
5381,4,doerr,Mirrielees,bike,4.62,15
5382,3,engineering,Crothers Memorial,walk,1.37,13
5383,4,hs_social,Burbank,bike,4.79,14
5384,4,engineering,EVGR,walk,1.59,15
5385,4,engineering,Kimball,walk,1.35,15
5386,1,hs_interdisc,Branner,bike,5.28,14
5387,3,hs_social,Alpha Phi/KKG,bike,5.32,14
5388,3,hs_natural,Govco Suites,bike,4.75,15
5389,3,hs_social,Casa Zapata,walk,1.51,16
5390,2,hs_humanities,Trancos,bike,5.5,15
5391,2,engineering,Adams,walk,1.6,13
5392,1,hs_interdisc,Soto,bike,5.74,12
5393,1,hs_natural,Crothers,bike,4.24,14
5394,3,hs_social,Crothers Memorial,bike,5.53,17
5395,4,hs_natural,Toussaint,bike,5.46,13
5396,3,engineering,Ng,bike,5.78,12
5397,4,engineering,Sally Ride,bike,5.73,12
5398,4,hs_natural,Mirrielees,bike,4.7,14
5399,1,engineering,Castano,walk,1.41,16
5400,1,engineering,Castano,walk,1.57,15
5401,3,hs_social,EVGR,bike,4.08,12
5402,3,hs_interdisc,Govco Suites,walk,1.69,14
5403,4,hs_interdisc,Paloma,bike,4.4,14
5404,4,engineering,Loro,bike,5.11,13
5405,1,hs_natural,Castano,bike,4.08,14
5406,3,engineering,Terra,bike,4.69,15
5407,4,engineering,680 Lomita,walk,1.31,14
5408,3,hs_social,Trancos,electric,7.53,13
5409,1,hs_interdisc,Robinson,walk,1.31,15
5410,3,hs_social,Storey,electric,7.68,13
5411,3,engineering,EVGR,bike,4.45,16
5412,2,doerr,Burbank,bike,5.7,13
5413,2,hs_interdisc,Twain,walk,1.4,17
5414,1,engineering,Robinson,bike,5.08,13
5415,1,hs_interdisc,Mirlo,electric,6.35,12
5416,3,hs_natural,Mirrielees,bike,5.06,15
5417,3,engineering,Roble Hall,bike,5.04,15
5418,4,engineering,Mirrielees,bike,4.26,15
5419,4,engineering,EVGR,bike,4.64,14
5420,2,engineering,Twain,bike,4.06,12
5421,3,hs_social,Kairos,bike,4.39,15
5422,2,hs_humanities,Columbae,bike,4.83,15
5423,2,hs_social,Kimball,walk,1.51,14
5424,2,hs_interdisc,Okada,walk,1.38,16
5425,4,engineering,Mars,walk,1.55,15
5426,4,hs_social,680 Lomita,walk,1.63,14
5427,3,hs_social,Robert Moore North,bike,5.28,14
5428,2,engineering,Naranja,bike,5.25,13
5429,3,engineering,Roble Hall,bike,4.39,15
5430,3,engineering,Toyon,bike,4.87,15
5431,4,hs_interdisc,EVGR,bike,4.42,16
5432,3,engineering,Roble Hall,walk,1.39,13
5433,4,hs_natural,Trancos,bike,4.06,12
5434,3,hs_social,Norcliffe,bike,5.51,12
5435,4,engineering,EVGR,bike,4.74,16
5436,3,hs_natural,Govco Suites,bike,5.53,13
5437,2,engineering,Delta Delta Delta,bike,4.78,16
5438,4,engineering,Roble Hall,bike,4.14,17
5439,4,engineering,Govco Suites,electric,6.45,16
5440,1,hs_social,Donner,bike,5.4,15
5441,3,hs_natural,EVGR,bike,4.07,14
5442,4,hs_interdisc,Durand,bike,4.9,13
5443,4,engineering,Potter,bike,4.7,14
5444,1,hs_social,Larkin,bike,4.92,13
5445,2,engineering,Sally Ride,bike,4.55,14
5446,3,engineering,Neptune,bike,4.78,17
5447,1,engineering,Arroyo,bike,4.14,20
5448,3,engineering,Alpha Phi/KKG,bike,4.48,12
5449,3,hs_social,Twain,bike,5.06,16
5450,2,hs_social,Yost,bike,4.48,13
5451,2,hs_social,Toyon,bike,5.32,13
5452,1,hs_natural,Robinson,walk,1.35,12
5453,2,hs_social,Roble Hall,walk,1.42,15
5454,4,hs_natural,Potter,bike,5.55,16
5455,3,engineering,Synergy,bike,4.87,13
5456,2,hs_social,Toyon,bike,5.77,18
5457,1,engineering,Ujamaa,bike,5.39,15
5458,2,engineering,Roble Hall,bike,4.94,15
5459,2,hs_interdisc,Burbank,electric,6.08,13
5460,1,hs_natural,Arroyo,walk,1.39,13
5461,4,engineering,Ng,bike,5.11,15
5462,1,hs_interdisc,Castano,bike,4.49,12
5463,3,hs_interdisc,Govco Suites,electric,7.56,17
5464,4,engineering,Storey,bike,5.01,12
5465,3,hs_social,Mirrielees,bike,4.46,13
5466,3,engineering,Durand,bike,4.53,14
5467,3,doerr,Kimball,bike,5.15,15
5468,4,hs_natural,Ng,bike,5.29,15
5469,4,hs_social,Govco Suites,bike,4.32,16
5470,3,hs_natural,Neptune,walk,1.56,13
5471,2,doerr,Otero,walk,1.46,12
5472,1,engineering,West Lagunita,bike,4.28,15
5473,4,hs_interdisc,Ujamaa,bike,4.39,12
5474,4,engineering,Cardenal,walk,1.32,15
5475,2,hs_social,Potter,bike,5.67,16
5476,4,hs_interdisc,Otero,walk,1.6,12
5477,2,hs_interdisc,Adelfa,walk,1.34,19
5478,1,engineering,Soto,bike,5.77,14
5479,4,engineering,Kimball,bike,5.57,15
5480,2,hs_interdisc,Casa Zapata,bike,5.65,15
5481,2,hs_interdisc,Roble Hall,walk,1.46,14
5482,4,engineering,Govco Suites,bike,5.67,17
5483,1,hs_interdisc,Potter,bike,4.15,13
5484,4,engineering,Norcliffe,bike,4.71,13
5485,1,hs_social,Crothers,bike,4.03,15
5486,2,hs_social,Crothers Memorial,bike,4.54,14
5487,3,engineering,EVGR,bike,4.0,12
5488,1,hs_natural,Robinson,bike,5.5,13
5489,3,engineering,Jerry,walk,1.31,14
5490,3,doerr,EVGR,bike,5.48,12
5491,3,engineering,Terra,walk,1.63,14
5492,2,hs_natural,Casa Zapata,electric,7.9,12
5493,3,engineering,Twain,bike,4.02,14
5494,2,hs_social,Toyon,walk,1.39,13
5495,1,engineering,Alondra,bike,4.05,17
5496,3,engineering,EVGR,bike,5.17,17
5497,1,hs_interdisc,Castano,bike,4.26,19
5498,2,hs_interdisc,Muwekma-Tah-Ruk,bike,4.81,13
5499,4,engineering,Okada,bike,4.58,15
5500,1,hs_natural,Rinconada,walk,1.46,12
5501,3,engineering,Kappa Alpha,bike,4.91,18
5502,4,hs_interdisc,Sally Ride,walk,1.35,13
5503,2,hs_social,Crothers Memorial,bike,4.14,15
5504,2,hs_interdisc,Crothers Memorial,walk,1.53,15
5505,2,engineering,Ng,walk,1.41,13
5506,3,hs_humanities,Govco Suites,walk,1.39,14
5507,2,hs_interdisc,Toyon,bike,4.01,15
5508,1,engineering,Alondra,bike,4.73,17
5509,1,hs_humanities,Alondra,bike,5.03,17
5510,1,engineering,Otero,bike,4.95,14
5511,3,engineering,Toyon,bike,4.72,14
5512,1,engineering,Schiff,walk,1.69,18
5513,1,hs_interdisc,Potter,bike,4.86,17
5514,1,hs_interdisc,Rinconada,bike,5.6,17
5515,1,hs_natural,Soto,bike,5.66,12
5516,4,engineering,Loro,bike,5.77,15
5517,2,hs_interdisc,Burbank,bike,5.74,14
5518,3,hs_interdisc,Murray,bike,4.99,14
5519,3,hs_humanities,Crothers Memorial,electric,7.1,14
5520,1,engineering,West Lagunita,bike,5.36,16
5521,2,hs_interdisc,Hammarskjold,bike,4.39,14
5522,1,hs_interdisc,Crothers,walk,1.63,15
5523,4,hs_social,Adams,walk,1.51,16
5524,2,hs_humanities,Trancos,bike,4.03,12
5525,2,engineering,Enchanted Broccoli Forest,bike,4.37,14
5526,3,engineering,Alpha Phi/KKG,bike,4.81,15
5527,3,hs_social,Potter,walk,1.56,12
5528,4,engineering,Pluto,electric,6.69,13
5529,1,hs_interdisc,Muwekma-Tah-Ruk,electric,6.82,12
5530,4,engineering,Govco Suites,walk,1.69,19
5531,3,engineering,EVGR,walk,1.5,12
5532,2,engineering,Gavilan,electric,7.62,17
5533,3,hs_social,Trancos,bike,5.55,17
5534,4,hs_humanities,Sally Ride,electric,7.77,16
5535,1,hs_social,Potter,walk,1.5,15
5536,2,engineering,Crothers Memorial,bike,4.13,18
5537,3,hs_humanities,EVGR,bike,4.97,14
5538,2,hs_interdisc,Potter,walk,1.43,15
5539,3,hs_humanities,Roble Hall,walk,1.52,12
5540,4,hs_interdisc,Meier,bike,4.89,13
5541,1,engineering,Branner,bike,4.44,12
5542,3,hs_interdisc,Meier,electric,7.27,13
5543,2,hs_interdisc,EAST,bike,4.09,17
5544,4,hs_natural,Otero,walk,1.34,14
5545,1,hs_social,Branner,bike,5.6,15
5546,4,hs_humanities,Alpha Phi/KKG,bike,5.01,14
5547,4,hs_interdisc,ZAP,bike,4.52,15
5548,4,engineering,Norcliffe,electric,6.67,12
5549,1,hs_social,Cedro,walk,1.33,13
5550,3,engineering,EAST,bike,5.71,15
5551,3,hs_humanities,Kappa Alpha Theta,bike,5.42,14
5552,3,hs_interdisc,Crothers Memorial,bike,5.39,14
5553,2,engineering,Crothers Memorial,bike,4.05,15
5554,1,hs_humanities,Casa Zapata,walk,1.33,14
5555,1,hs_social,Arroyo,bike,5.53,16
5556,2,hs_interdisc,Yost,bike,4.27,16
5557,2,engineering,EAST,bike,4.71,17
5558,2,hs_humanities,Crothers Memorial,bike,4.3,18
5559,1,hs_interdisc,Mirlo,walk,1.41,16
5560,2,engineering,Ujamaa,bike,5.27,18
5561,3,engineering,Toyon,bike,5.39,18
5562,3,hs_interdisc,Neptune,bike,5.35,14
5563,2,engineering,Yost,bike,5.2,14
5564,3,hs_interdisc,EAST,walk,1.39,14
5565,1,engineering,Lantana,bike,5.66,15
5566,1,hs_interdisc,Branner,bike,4.67,12
5567,2,hs_interdisc,Robert Moore North,walk,1.68,13
5568,1,hs_social,Larkin,bike,4.98,14
5569,1,hs_humanities,Rinconada,bike,5.42,12
5570,4,hs_interdisc,ZAP,bike,4.81,15
5571,3,engineering,Grove,bike,5.51,16
5572,1,engineering,Mirlo,bike,5.57,16
5573,4,hs_interdisc,Trancos,electric,6.16,15
5574,2,engineering,Roble Hall,bike,4.83,15
5575,2,engineering,Kappa Sigma,bike,5.44,12
5576,1,hs_social,Branner,bike,4.98,14
